opinion_id,author,recommendation,stars,content,pros,cons,useful,useless,post_date,purchase_date
8589343,Tomek,Polecam,5/5,Szczoteczka godna polecenia. Jest bardzo mała i wygodna do trzymania. Dodatkowo podświetlenie wzbudza zainteresowanie u dziecka.,[],[],0,0,2018-11-20 10:11:57,2018-11-14 18:48:20
6349814,Mediolan9,Polecam,5/5,Ciekawa opcja i dobry wybor jako pierwsza szczoteczka elektryczna dla dziecka,"['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-12-15 12:48:15,2017-12-11 19:40:58
10044866,olacola1989,Polecam,5/5,"Wygodna, poręczna, ładnie wykończona szczoteczka. Mój syn jest zachwycony.","['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2019-02-05 11:27:11,2019-01-24 13:58:11
4361837,sylwia sz,Polecam,5/5,Córka wreszcie daje sobie umyć zęby. Bardzo fajny patent z podświetleniem. Nawet 2-latek może sam porządnie umyć swoje ząbki,[],[],0,0,2017-01-20 19:09:23,2016-12-09 19:34:28
10220942,Danka,Polecam,4/5,Na razie dziecko boi się bateryjnej pracy i myjemy ząbki mechanicznie.,['dopasowana do malutkich rączek'],[],0,0,2019-03-10 19:21:59,2019-02-25 20:38:06
8050190,Agata,Polecam,5/5,"Świetna szczoteczka, nawet dla dziecka z nadwrażliwością jamy ustnej:)","['głośność pracy', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-06-14 22:07:55,2018-06-11 14:15:49
10176870,An,Polecam,"4,5/5","Polecam, syn bardzo zadowolony, wreszcie myjemy zęby dwie minuty","['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']","['wibracja rozprasza dziecko', 'zabawa jest']",0,0,2019-03-01 13:32:12,2019-02-24 19:59:51
7802853,Kasia A.,Polecam,5/5,Poręczna i bardzo dobrze sprawująca się szczoteczka dla maluchów.,"['głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'światełko pozwala zobaczyć zęby', 'wygoda używania']","['wibracja rozprasza dziecko', 'zabawa jest']",0,0,2018-04-04 21:47:42,2018-03-29 18:23:17
6503580,Zośka,Polecam,"4,5/5",Mój synek jest zainteresowany szczoteczką i chętnie myje zęby.,"['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2018-01-22 13:58:12,2018-01-12 12:53:56
17374921,e...x,Polecam,5/5,"idealna szczoteczka dla niemowlaka, posiada wbudowane światełko. w zestawie byla bateria i dodatkowa główka",[],[],0,0,2023-04-07 11:02:47,2023-03-25 08:35:08
8495687,agata popiolek68,Polecam,5/5,"Szczoteczka cicha, migajace swiatelko zaciekawia dziecko",['łatwość czyszczenia'],[],0,0,2018-10-29 12:38:53,2018-10-24 14:55:50
6612701,Remigiusz,Polecam,5/5,"dla malego dziecka bardzo dobra szczoteczka . 
polecam","['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-02-19 22:52:55,2017-12-24 16:00:21
17974739,d...o,Polecam,5/5,"Ciężko otworzyć pojemnik na baterie, ale to w sumie dobrze bo mam pewność że dziecko jej nie wyciągnie","['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2023-10-06 09:37:11,2023-09-30 12:30:30
10272975,Użytkownik Ceneo,Polecam,5/5,ŚWIETNA ZABAWA DLA DZIECKA ZACHĘCA DO MYCIA POLECAM.,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-03-20 12:26:41,2019-03-15 08:20:24
10229076,Użytkownik Ceneo,Polecam,5/5,Fajny gadżet. Córka od razu polubiła szczoteczkę.,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-03-12 08:30:47,2019-03-04 10:08:27
8103920,Ed,Polecam,5/5,"Ergonomiczny i ładny kształt, da się umyć zęby.","['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wibracja rozprasza dziecko', 'zabawa jest', 'wygoda używania']",[],0,0,2018-07-03 22:18:21,2018-06-28 22:11:57
10079596,Paweł,Polecam,5/5,Ok. Taka sama jak biedronkowa. Bez zastrzezen,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2019-02-11 13:14:55,2019-01-23 14:36:23
10413900,Użytkownik Ceneo,Polecam,5/5,Moja 20miesięczna Córeczka jest zachwycona :),"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-04-18 09:18:33,2019-04-08 11:25:00
11817963,Użytkownik Ceneo,Polecam,5/5,"Szczoteczka super, świetnie wykonana. Dzięki temu że świeci można dokładnie umyć dziecku ząbki🙂",[],[],0,0,2020-02-27 21:10:42,2020-01-22 23:01:53
3917579,Anka,Polecam,5/5,"Polecam
Roczna córeczka sama chce myć ząbki!","['głośność pracy', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2016-09-02 00:32:20,2016-08-17 09:11:12
6361189,Ula,Polecam,4/5,Bardzo fajna szczoteczka do pierwszych ząbków,"['dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-12-18 12:35:20,2017-11-29 20:27:29
7946236,ania,Polecam,5/5,Polecam w tym momencie. Zakup 2 mce temu,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-05-12 19:33:22,2018-03-22 10:33:35
12941325,k...n,Polecam,5/5,"Ładnie wykonana szczoteczka , cena przystępna . Dodatkowo w opakowaniu końcówka zapasowa .","['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2020-08-12 08:22:14,2020-07-22 09:11:34
4608429,Konti,Polecam,5/5,"Polecam, dobra cena, dobra skuteczność",['łatwa w użytkowaniu'],[],0,0,2017-04-26 15:49:16,2017-04-21 10:59:27
6425063,Lukaszo85,Polecam,5/5,Polecam dostawcę towar zgodny z opisem,"['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",['głośność pracy'],0,0,2018-01-03 09:44:10,2017-12-10 17:48:19
18312193,m...a,Polecam,5/5,Dziecko jest zachwycone nową szczoteczką do zębów. Chętniej otwiera buzię do mycia :),[],[],0,0,2024-01-17 14:35:41,2024-01-12 19:05:27
11159653,Katarzyna,Polecam,5/5,Gorąco polecam zakup tego produktu.,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-10-15 22:07:10,2019-10-10 22:57:34
5156153,Magda,Polecam,5/5,Idealna szczoteczka dla dziecka :),"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-10-25 09:38:20,2017-10-14 20:14:11
5116591,youstynajus,Polecam,5/5,mój dwulatek polubił mycie ząbków,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-10-11 11:47:10,2017-09-30 20:13:53
11707519,Użytkownik Ceneo,Polecam,5/5,"Przyjela się z uśmiechem, myjemy ładnie zabki, wyglad kształt idealny dla 2 latki",[],[],0,0,2020-02-07 11:13:03,2020-02-04 11:04:42
10498441,Izu,Polecam,5/5,nawet jest odporna na uderzenia,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-05-09 11:43:17,2019-04-26 00:07:03
12569826,s...n,Polecam,5/5,"Poręczna, fajnie swieci, choć córka nie jest przekonana jeszcze do wibracji :-P","['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wyprofilowana']",[],0,0,2020-06-02 15:30:57,2020-05-03 09:47:19
7813829,nena,Polecam,5/5,Synek zadowolony z używania tej szczoteczki. Okazała się strzałem w dziesiątkę,[],[],0,0,2018-04-06 22:15:06,2018-02-27 20:54:49
11273383,Małgorzata,Polecam,5/5,Maluszek zadowolony na 100%,"['dopasowana do malutkich rączek', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'podświetlenie', 'wygoda używania']",[],0,0,2019-11-14 12:45:01,2019-11-11 13:59:09
18138943,l...4,Polecam,5/5,"Idealna szczoteczka dla maluszka, u nas używana po ukończeniu 1 roku życia.","['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'wygoda używania']",[],0,0,2023-11-26 12:41:02,2023-11-20 21:30:29
18250687,i...a,Polecam,5/5,Szczoteczka oo. Duży plus za podświetlenie- widzę gdzie myje zęby dziecku.,[],[],0,0,2023-12-28 09:08:15,2023-12-15 11:21:38
9002595,olacola1989,Polecam,5/5,"Wygodna, poręczna, ładnie wykończona szczoteczka. Mój syn jest zachwycony.",[],[],0,0,2019-01-29 10:03:01,2019-01-24 14:16:21
12172953,Użytkownik Ceneo,Polecam,5/5,Fanstastyczna!🙂 od tej pory córcia chętnie myje ząbki. Świetny produkt 🙂,[],[],0,0,2020-04-17 00:22:39,2020-03-16 17:51:16
6599597,Luiza,Polecam,5/5,Super produkt.  Polecam,"['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2018-02-16 10:18:04,2018-02-13 14:29:15
10506593,Piotr,Polecam,5/5,"Szczoteczka SUPER, Dzieci są zadowolone i najważniejsze chcą szczotkować.",[],[],0,0,2019-05-10 20:38:15,2019-05-06 08:27:46
11862646,Użytkownik Ceneo,Polecam,5/5,idealny pomysł to światełko. moje dziecko myje zęby nawet w samochodzie!,[],[],0,0,2020-03-06 17:19:15,2020-03-02 16:46:07
4587560,Ewa,Polecam,5/5,"W opisie powinna być informacja, że to dla niemowląt i dzieci do 3 lat.",[],[],0,0,2017-04-20 11:50:08,2017-04-17 20:13:23
12250524,Użytkownik Ceneo,Polecam,5/5,"Dziecko nie może teraz doczekać sie mycia zębów. „Ja sam, ja sam” 😎",[],[],0,0,2020-04-24 19:34:20,2020-04-21 12:49:10
9038007,Dana,Polecam,5/5,spełnia oczekiwania,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-02-03 22:19:31,2019-01-27 21:02:08
11521143,Ewa,Polecam,5/5,"Szczoteczka super! Synuś zachwycony, zwłaszcza światełkiem;) polecam",[],[],0,0,2020-01-02 15:43:51,2019-12-16 18:30:34
13995099,m...k,Polecam,5/5,"Super produkt dla malucha, dobrze wykonany i w odpowiedniej cenie.",[],[],0,0,2021-02-21 15:17:18,2021-02-09 12:45:42
8212374,Kama,Polecam,5/5,produkt jest ok.,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-08-03 21:55:31,2018-07-17 22:10:03
7741690,Karolina,Polecam,5/5,Produkt super :),"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-03-21 10:00:13,2018-02-22 14:08:07
8488984,Tomasz,Polecam,5/5,Spoko szczotka,"['głośność pracy', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-10-27 12:56:01,2018-10-08 09:55:24
10859045,Użytkownik Ceneo,Polecam,5/5,Super produkt,[],[],0,0,2019-07-31 15:57:36,2019-07-01 08:00:20
6719873,P.,Polecam,"4,5/5",2-latek w końcu polubił mycie zębów dzięki tej szczotce. Fajna,[],[],0,0,2018-03-15 20:17:00,2018-03-05 22:45:18
4753750,aga,Polecam,4/5,"poręczna, estetyczna i zaakceptowana z radością przez dziecko;",[],[],0,0,2017-06-13 08:03:19,2017-06-02 07:55:58
4883262,Gr,Polecam,5/5,Dobry zakup,"['dziecko jest zainteresowane myciem', 'światełko pozwala zobaczyć zęby']",[],0,0,2017-07-25 20:34:19,2017-07-19 16:03:18
4784196,kinga9429,Polecam,5/5,Szczoteczka spełnia wszystkie wymagania. Córeczka zachwycona.,[],[],0,0,2017-06-22 22:21:32,2017-06-19 22:38:26
4318593,Anna,Polecam,5/5,"Produkt super! Dziecko zachwycone, nie chce oddać ;) Polecam!",[],[],0,0,2016-12-29 21:01:24,2016-11-29 14:34:41
8070688,arczibald,Polecam,5/5,Polecam:),"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-06-21 20:53:15,2018-05-14 17:38:43
11910654,Użytkownik Ceneo,Polecam,5/5,Świetna szczoteczka. Cichutka praca. Dziecko zachwycone :),[],[],0,0,2020-03-14 21:54:13,2020-02-12 22:27:15
11586349,Kinga,Polecam,5/5,Polecam,"['bardzo dobre lezy w ręce dziecka', 'brak regulacji poziomu wibracji', 'cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana', 'wytrzymałość']",[],0,0,2020-01-15 13:07:24,2019-12-15 11:30:47
10809199,anbarcewicz,Polecam,5/5,"Idealna do małych rączek, dziecko chętnie z niej korzysta",[],[],0,0,2019-07-19 14:48:38,2019-07-12 22:35:02
10102800,Cohrnelia,Polecam,"4,5/5",Polecam!,['łatwość czyszczenia'],[],0,0,2019-02-14 22:26:11,2019-02-03 23:40:28
11311639,n a t a l i a z,Polecam,5/5,Polecam,"['bardzo dobre lezy w ręce dziecka', 'cena', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana']",['brak regulacji poziomu wibracji'],0,0,2019-11-22 14:44:11,2019-11-04 08:30:33
10641668,V-aaa,Polecam,5/5,Polecam,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-06-10 20:48:30,2019-05-29 12:36:29
10467061,Ania,Polecam,5/5,Polecam,['łatwość czyszczenia'],[],0,0,2019-05-01 15:04:37,2019-03-31 20:25:59
8196308,paullla20,Polecam,5/5,polecam,"['głośność pracy', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-07-31 10:49:09,2018-06-28 12:15:51
6388196,Agnieszka,Polecam,5/5,Polecam,"['dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-12-23 12:33:43,2017-12-18 16:38:56
5034822,Monica,Polecam,4/5,Polecam,"['dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-09-13 15:04:19,2017-08-26 15:06:04
4943589,Platon1,Polecam,5/5,Polecam,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2017-08-14 23:35:00,2017-08-09 20:31:05
11044558,Użytkownik Ceneo,Polecam,"4,5/5",Super,[],['dopasowana do malutkich rączek'],0,0,2019-09-15 21:54:34,2019-08-13 13:01:11
10768990,Marzena,Polecam,5/5,Super produkt mój roczniak bardzo chętnie myje ząbki,[],[],0,0,2019-07-11 11:17:35,2019-06-09 15:59:45
10188579,Lola,Polecam,5/5,Świetnie się sprawdza dla dzieci od pierwszego ząbka.,[],[],0,0,2019-03-04 13:30:28,2019-02-07 19:20:34
18765597,edytasosna,Polecam,5/5,"super jakość, fajnie, że się świeci, bobas uwielbia.",[],[],0,0,2024-06-26 20:41:50,2024-06-06 15:31:38
6588456,Joasia,Polecam,5/5,ok,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-02-14 09:31:08,2018-02-10 15:59:35
14074294,geohound,Polecam,5/5,Córka jest zachwycona i chętniej myje zęby. Polecam,"['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wyprofilowana']",[],0,0,2021-03-07 21:56:13,2021-02-05 11:16:21
12354150,Użytkownik Ceneo,Polecam,5/5,"Na prawdę polecam, moje dziecko  jest zachwycone 🙂",[],[],0,0,2020-05-06 15:59:54,2020-05-03 13:34:43
7833444,Użytkownik Ceneo,Polecam,5/5,"produkt zgodny z opisem na stronie,w pełni sprawny.",[],[],0,0,2018-04-12 13:23:50,2018-03-30 14:13:21
10960608,Ania,Polecam,5/5,"Fajna, lekka, cicha, łatwa w obsłudze. Polecam",[],[],0,0,2019-08-24 22:15:26,2019-08-19 22:36:06
11426435,Nylon,Polecam,5/5,Polecam ! Mega produkt i wysyłka bardzo szybka !,[],[],0,0,2019-12-13 17:43:41,2019-12-10 22:20:42
13527894,k...7,Polecam,4/5,Produkt będzie można ocenić dopiero po świętach,[],[],0,0,2020-12-08 16:20:41,2020-11-28 17:38:24
19391888,e...k,Polecam,5/5,Jest okej dziecko ma fajną frajdę mycia zębów,[],[],0,0,2025-01-22 08:15:17,2025-01-17 19:28:04
4231108,DAGMARA,Polecam,5/5,"ŚWIETNA SZCZOTECZKA DLA DZIECKA 1,5 ROCZNEGO",[],[],0,0,2016-11-24 13:18:43,2016-11-15 14:36:48
10856007,Karolina,Polecam,5/5,"Dziecku bardzo się podoba, z chęcią myje ząbki",[],[],0,0,2019-07-31 08:40:55,2019-07-24 19:46:28
12034249,Użytkownik Ceneo,Polecam,5/5,Szczoteczka sprawdza się od pierwszego ząbka,[],[],0,0,2020-04-01 16:40:05,2020-03-01 22:15:21
18637012,k...4,Polecam,5/5,Świetna szczoteczka już od pierwszych ząbków.,"['ładny wygląd', 'wygoda używania']",[],0,0,2024-05-09 20:11:23,2024-04-21 07:39:57
14514632,r...n,Polecam,5/5,"Super szczoteczka, dziecko od razu polubilo","['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2021-05-26 10:02:46,2021-05-19 10:16:16
3839340,Monika,Polecam,5/5,Mycie zębów z uśmiechem i w formie zabawy,[],[],0,0,2016-07-23 10:12:01,2016-07-14 17:05:49
4326990,DAGMARA,Polecam,5/5,Znakomita dla dziecka i dla rodzica,[],[],0,0,2017-01-03 11:43:41,2016-12-26 15:58:02
8536997,obe,Polecam,5/5,Synek jest zachwycony pingwinkiem :),[],[],0,0,2018-11-08 17:31:23,2018-11-05 15:19:17
10796972,Witold,Polecam,"4,5/5",Bardzo praktyczna wygodna ładny wygląd,[],[],0,0,2019-07-17 15:21:22,2019-06-16 21:37:04
11465825,Przemek,Polecam,5/5,Szczoteczka spełnia moje wymagania,[],[],0,0,2019-12-20 17:31:58,2019-12-09 19:54:12
4829502,Joanna,Polecam,5/5,"fajna, ladna i dizeici ja lubią",[],[],0,0,2017-07-07 14:47:14,2017-06-26 12:31:14
8443560,Gosia,Polecam,5/5,"Bardzo dobra szczoteczka, polecam.",[],[],0,0,2018-10-15 11:33:37,2018-10-10 16:19:03
10679370,Joanna,Polecam,5/5,Taka jak na zdjęciu. Sprawna ;),[],[],0,0,2019-06-19 14:43:56,2019-04-23 13:18:28
19501471,a...a,Polecam,5/5,"Ekstra, maluch z chęcią myje zęby",[],[],0,0,2025-03-10 18:04:56,2025-02-26 20:51:27
4713634,Bodzio,Polecam,5/5,Baz=rdzo przyjazna dla dziecka,[],[],0,0,2017-05-31 08:35:29,2017-05-17 13:25:43
6715219,hania,Polecam,5/5,Super szczoteczka dla dziecka,[],[],0,0,2018-03-15 09:41:01,2018-03-04 09:54:49
18682593,k...a,Polecam,5/5,Polecam. Super się sprawdza.,[],[],0,0,2024-05-28 21:54:32,2024-05-06 14:25:35
12014047,Użytkownik Ceneo,Polecam,5/5,SzczoteczkA super! POLECAM!!!,[],[],0,0,2020-03-29 21:27:34,2020-02-27 16:38:34
4576297,kumitka,Polecam,5/5,Chrzestnica bardzo zadowolona,[],[],0,0,2017-04-16 21:03:49,2017-04-08 21:57:03
6245472,Użytkownik Ceneo,Polecam,5/5,"Produkt ok, zgodny z opisem.",[],[],0,0,2017-11-23 13:34:04,2017-11-13 11:16:19
18369383,t...a,Polecam,5/5,Super w sam raz dla dzieci,[],[],0,0,2024-02-05 22:22:02,2024-01-26 14:15:26
13641192,Użytkownik Ceneo,Polecam,"4,5/5",Bardzo fajna szczoteczka .,"['ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2020-12-23 23:07:21,2020-12-06 12:40:47
8825991,Agnieszka,Polecam,5/5,Sprzedawca godny polecenia,[],[],0,0,2018-12-28 20:54:07,2018-11-27 12:13:50
15439017,Użytkownik Ceneo,Polecam,5/5,Łatwe i wygodne w użyciu.,"['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2021-12-28 10:48:41,2021-12-20 18:25:43
11772672,Użytkownik Ceneo,Polecam,5/5,Bardzo dobra szczoteczka,[],[],0,0,2020-02-19 21:02:29,2020-01-31 23:52:49
11736582,Użytkownik Ceneo,Polecam,5/5,Produkt zgodny z opisem.,[],[],0,0,2020-02-13 12:45:06,2020-02-09 19:29:26
14735856,g...a,Polecam,5/5,Wszystko zgodne z opisem,"['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2021-07-18 20:19:49,2021-06-14 21:38:13
12033970,Użytkownik Ceneo,Polecam,4/5,jeszcze nie sprawdziłem,[],[],0,0,2020-04-01 15:58:51,2020-03-29 14:32:05
16412687,m...s,Polecam,5/5,Idealna do małej dłoni,"['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2022-08-11 21:26:20,2022-08-01 09:10:11
11792908,Użytkownik Ceneo,Polecam,5/5,Genialna szczoteczka,[],[],0,0,2020-02-24 06:47:11,2020-02-04 20:16:41
8302542,Robert,Polecam,5/5,Polecam szczoteczkę.,[],[],0,0,2018-08-30 18:25:37,2018-08-18 14:32:39
18584508,N...a,Polecam,5/5,Polecam serdecznie.,[],[],0,0,2024-04-18 09:37:57,2024-04-13 12:08:16
12551720,d...5,Polecam,5/5,Polecam serdecznie.,[],[],0,0,2020-05-29 21:10:44,2020-05-13 21:28:09
12087989,Użytkownik Ceneo,Polecam,5/5,Produkt ok polecam,[],[],0,0,2020-04-07 21:52:00,2020-03-26 10:24:56
10943060,Danuta,Polecam,5/5,nie mam zastrzeżeń,[],[],0,0,2019-08-21 10:00:49,2019-08-14 13:56:44
11842732,Użytkownik Ceneo,Polecam,"4,5/5",Po jednym dniu ok,[],[],0,0,2020-03-04 00:46:28,2020-02-27 00:22:26
10377349,Agnieszka,Polecam,5/5,Zgodny z opisem,[],[],0,0,2019-04-10 14:49:21,2019-03-30 14:47:02
11727613,Użytkownik Ceneo,Polecam,5/5,Dobry produkt,[],[],0,0,2020-02-11 20:52:17,2020-02-06 17:13:47
13685661,i...k,Polecam,5/5,zgodny z opisem,[],[],0,0,2020-12-30 21:57:04,2020-12-07 04:18:12
16914872,m...9,Polecam,5/5,Super polecam,[],[],0,0,2022-12-21 21:39:03,2022-12-02 10:18:15
10597741,Monia,Polecam,5/5,Spoko wszystko,[],[],0,0,2019-05-30 18:00:33,2019-05-13 10:44:18
15863140,Użytkownik Ceneo,Polecam,5/5,Super polecam,[],[],0,0,2022-03-23 22:05:40,2022-03-18 16:16:06
16342277,i...3,,"3,5/5",W porządku,[],[],0,0,2022-07-21 20:12:24,2022-07-14 10:34:28
18414195,g...k,Polecam,5/5,Dobra jakosc,[],[],0,0,2024-02-20 07:58:24,2023-10-17 19:03:57
15229978,s...a,Polecam,5/5,wszystko ok,[],[],0,0,2021-11-19 10:49:49,2021-11-16 09:29:59
12121198,Użytkownik Ceneo,Polecam,"4,5/5",Rewelacja!!,[],[],0,0,2020-04-10 20:52:49,2020-03-24 12:12:17
11476519,milka936,Polecam,5/5,Rewelacja!,[],[],0,0,2019-12-23 17:41:14,2019-11-20 08:10:52
6305278,Użytkownik Ceneo,Polecam,"4,5/5",Polecam;-),[],[],0,0,2017-12-07 09:48:48,2017-11-25 22:32:55
12154779,Użytkownik Ceneo,Polecam,5/5,Rewelacja,[],[],0,0,2020-04-15 16:58:44,2020-04-09 21:39:52
12233289,Użytkownik Ceneo,Polecam,5/5,Polecam,[],[],0,0,2020-04-23 16:43:29,2020-04-20 15:00:19
8362991,Paulina,Polecam,5/5,Szybko się czysci,[],[],0,1,2018-09-20 08:12:49,2018-09-07 14:56:38
19695039,agunia848,Polecam,5/5,Polecam,[],[],0,0,2025-05-30 08:29:34,2025-05-23 14:10:41
18580384,j...a,Polecam,"4,5/5",Jest ok,"['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2024-04-17 09:23:11,2024-04-06 22:40:34
12286969,Użytkownik Ceneo,Polecam,5/5,Polecam,[],[],0,0,2020-04-29 10:23:16,2020-03-29 10:46:19
